,Title,ID,Budget,Revenue,Popularity,Run_Time,Vote_Average,Vote_Count,Genre,Production_Company,Release_Date,Rating
51,Drive,64690,125000000,232713139,15.68,106.0,5.7,3941,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","[{'id': 80, 'logo_path': None, 'name': 'The Zanuck Company', 'origin_country': 'US'}, {'id': 923, 'logo_path': '/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png', 'name': 'Legendary Entertainment', 'origin_country': 'US'}, {'id': 3528, 'logo_path': '/cCzCClIzIh81Fa79hpW5nXoUsHK.png', 'name': 'Thunder Road Pictures', 'origin_country': 'US'}, {'id': 20478, 'logo_path': '/gSS2OBc6dRsK2ewRx5lcwnARrpl.png', 'name': 'Moving Picture Company', 'origin_country': 'GB'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]",2010-04-01,R
52,Drifters,120457,68000000,698491347,17.274,124.0,6.1,5316,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 5219, 'logo_path': None, 'name': 'Sunswept Entertainment', 'origin_country': ''}, {'id': 491, 'logo_path': '/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 4000, 'logo_path': None, 'name': 'Maverick Films', 'origin_country': 'US'}, {'id': 5218, 'logo_path': '/dhb42ugM9DzSpDctTWCtABPVOW4.png', 'name': 'Imprint Entertainment', 'origin_country': 'US'}]",2010-06-23,TV-MA
53,Sherlock Holmes: A Game of Shadows,58574,130000000,321885765,16.966,96.0,6.8,3948,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 521, 'logo_path': '/kP7t6RwGz2AvvTkvnI1uteEwHet.png', 'name': 'DreamWorks Animation', 'origin_country': 'US'}, {'id': 520, 'logo_path': '/pU7YTI9FfrICurXpl5V9TfCO0oJ.png', 'name': 'Pacific Data Images', 'origin_country': 'US'}, {'id': 2932, 'logo_path': '/4uLKLjGivVg2YnAIhAn8k7ZuVFj.png', 'name': 'Red Hour', 'origin_country': 'US'}]",2010-10-28,PG-13
54,Gnomeo & Juliet,45772,40000000,58785180,16.86,102.0,6.3,807,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 11843, 'logo_path': None, 'name': 'Goldcrest Pictures', 'origin_country': 'GB'}, {'id': 11461, 'logo_path': '/p9FoEt5shEKRWRKVIlvFaEmRnun.png', 'name': 'Bad Robot', 'origin_country': 'US'}]",2010-11-10,G
55,Desire,86331,28000000,96188903,16.189,117.0,7.1,7997,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","[{'id': 5374, 'logo_path': '/8dgIXEObpRYixczGSpyW9rgnN53.png', 'name': 'Marv Films', 'origin_country': 'GB'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]",2010-03-22,Approved
56,The Girl with the Dragon Tattoo,65754,100000000,278731369,14.926,103.0,6.1,3393,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 158, 'logo_path': '/6SHlNIype9zmyEMRsBtoueUtLsq.png', 'name': 'Spyglass Entertainment', 'origin_country': 'US'}, {'id': 682, 'logo_path': None, 'name': 'Peninsula Films', 'origin_country': ''}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 3281, 'logo_path': '/8tMybAieh64uzvm8knSjXOFX8Qc.png', 'name': 'GK Films', 'origin_country': 'GB'}, {'id': 23731, 'logo_path': None, 'name': 'Birnbaum/Barber', 'origin_country': ''}, {'id': 23732, 'logo_path': None, 'name': 'Cineroma SRL', 'origin_country': ''}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]",2010-12-08,R
57,Catarina and the others,280960,0,0,113.369,105.0,5.6,10,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",[],2011-02-23,none
58,Rise of the Planet of the Apes,61791,125000000,1342000000,31.729,130.0,8.1,12424,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]","[{'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 437, 'logo_path': '/nu20mtwbEIhUNnQ5NXVhHsNknZj.png', 'name': 'Heyday Films', 'origin_country': 'GB'}]",2011-07-07,PG-13
59,The Twilight Saga: Breaking Dawn - Part 1,50619,150000000,449326618,30.684,115.0,6.7,13687,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]",2011-04-21,PG-13
60,Captain America: The First Avenger,1771,380000000,1045713802,31.716,136.0,6.4,9107,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 20478, 'logo_path': '/gSS2OBc6dRsK2ewRx5lcwnARrpl.png', 'name': 'Moving Picture Company', 'origin_country': 'GB'}]",2011-05-14,PG-13
61,Limitless,51876,15000000,78054825,25.387,100.0,7.5,7269,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'id': 7263, 'logo_path': '/auaadhBBcvvTDtmW2iJzOrEjfgO.png', 'name': 'FilmDistrict', 'origin_country': 'US'}, {'id': 2266, 'logo_path': '/owzVs2mguyyJ3vIn7EbgowpUPnk.png', 'name': 'Bold Films', 'origin_country': 'US'}, {'id': 2527, 'logo_path': '/osO7TGmlRMistSQ5JZusPhbKUHk.png', 'name': 'Marc Platt Productions', 'origin_country': 'US'}, {'id': 3263, 'logo_path': '/z0fbODSLBptxVKekL0950Lr71zU.png', 'name': 'OddLot Entertainment', 'origin_country': 'US'}, {'id': 11337, 'logo_path': None, 'name': 'Motel Movies', 'origin_country': ''}, {'id': 46625, 'logo_path': None, 'name': 'Newbridge Film Capital', 'origin_country': ''}]",2011-08-06,PG-13
62,Mission: Impossible - Ghost Protocol,56292,0,0,23.384,111.0,6.2,24,"[{'id': 35, 'name': 'Comedy'}]","[{'id': 2683, 'logo_path': '/mOL2WcHtox2urbUf1oJvjw7kz01.png', 'name': 'Rai Cinema', 'origin_country': 'IT'}, {'id': 2441, 'logo_path': None, 'name': 'Fandango', 'origin_country': 'IT'}]",2011-09-09,PG-13
63,3-D Sex and Zen: Extreme Ecstasy,67308,125000000,334615000,23.188,129.0,7.1,6790,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","[{'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}, {'id': 2723, 'logo_path': None, 'name': 'Lin Pictures', 'origin_country': 'US'}, {'id': 23202, 'logo_path': None, 'name': 'Wigram Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]",2011-11-22,Not Rated
64,Real Steel,39254,36000000,189712432,22.761,84.0,5.8,1186,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 2885, 'logo_path': None, 'name': 'Starz Animation', 'origin_country': ''}, {'id': 28320, 'logo_path': '/5UPGj1MwzrtxclRGTfeiQ1J0zVk.png', 'name': 'Rocket Pictures', 'origin_country': 'GB'}, {'id': 10280, 'logo_path': None, 'name': 'Arc Productions', 'origin_country': ''}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]",2011-01-13,PG-13
65,Contagion,39538,1344000,0,19.622,103.0,4.5,194,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 18519, 'logo_path': None, 'name': 'Acajou Films', 'origin_country': ''}, {'id': 18520, 'logo_path': None, 'name': 'Rebel Rebel', 'origin_country': ''}, {'id': 18521, 'logo_path': None, 'name': 'Birka Holding', 'origin_country': ''}]",2011-09-14,PG-13
66,Carnage,72113,90000000,232617430,15.203,158.0,7.3,4216,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]","[{'id': 47479, 'logo_path': None, 'name': 'Ground Control', 'origin_country': 'NO'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 258, 'logo_path': None, 'name': 'Scott Rudin Productions', 'origin_country': 'US'}, {'id': 8083, 'logo_path': None, 'name': 'Film Rites', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 5746, 'logo_path': '/sWgSj9muRStENKBoIoaDK6OZmDu.png', 'name': 'Yellow Bird', 'origin_country': 'SE'}]",2011-12-14,R
67,The Avengers,24428,100,0,21.09,15.0,4.4,69,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'id': 27038, 'logo_path': None, 'name': 'Original Features', 'origin_country': ''}]",2011-03-01,PG-13
68,Khokababu,169187,93000000,482860185,20.712,105.0,7.2,7710,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 6332, 'logo_path': '/42UPdZl6B2cFXgNUASR8hSt9mpS.png', 'name': 'Dune Entertainment III', 'origin_country': 'US'}, {'id': 444, 'logo_path': '/42UPdZl6B2cFXgNUASR8hSt9mpS.png', 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 7076, 'logo_path': '/8BFxn9NUWSgp0ndih569Gm62xiC.png', 'name': 'Chernin Entertainment', 'origin_country': 'US'}, {'id': 290, 'logo_path': '/Q8mw2AOQQc8Qg0uNwLWq86DVZv.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 10893, 'logo_path': None, 'name': 'Big Screen Productions', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",2011-08-03,N/A
69,Sexual Chronicles of a French Family,112160,110000000,712171856,19.353,117.0,6.0,5477,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 7491, 'logo_path': None, 'name': 'Zohar International', 'origin_country': ''}, {'id': 491, 'logo_path': '/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 5219, 'logo_path': None, 'name': 'Sunswept Entertainment', 'origin_country': ''}, {'id': 7490, 'logo_path': None, 'name': 'TSBD Canada Productions', 'origin_country': ''}, {'id': 58321, 'logo_path': None, 'name': 'TSBD Louisiana', 'origin_country': ''}, {'id': 58322, 'logo_path': None, 'name': 'TSBD Productions', 'origin_country': ''}, {'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 6446, 'logo_path': None, 'name': 'Total Entertainment', 'origin_country': 'BR'}]",2011-03-15,Not Rated
70,The Dark Knight Rises,49026,140000000,370569774,19.908,124.0,6.9,13742,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]",2011-07-22,PG-13
71,The Hobbit: An Unexpected Journey,49051,27000000,161849455,15.898,105.0,7.1,6748,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 8852, 'logo_path': None, 'name': 'Virgin Produced', 'origin_country': ''}, {'id': 8854, 'logo_path': None, 'name': 'Many Rivers Productions', 'origin_country': ''}, {'id': 8855, 'logo_path': None, 'name': 'Boy of the Year', 'origin_country': ''}, {'id': 8856, 'logo_path': None, 'name': 'Intermedia', 'origin_country': ''}, {'id': 134, 'logo_path': None, 'name': 'Rogue Pictures', 'origin_country': ''}]",2011-03-08,PG-13
72,Brave,62177,145000000,694713380,18.204,133.0,7.0,6440,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]","[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 11461, 'logo_path': '/p9FoEt5shEKRWRKVIlvFaEmRnun.png', 'name': 'Bad Robot', 'origin_country': 'US'}, {'id': 21777, 'logo_path': None, 'name': 'TC Productions', 'origin_country': ''}, {'id': 76043, 'logo_path': '/9RO2vbQ67otPrBLXCaC8UMp3Qat.png', 'name': 'Revolution Sun Studios', 'origin_country': 'US'}, {'id': 76067, 'logo_path': None, 'name': 'Kontsept Film Company', 'origin_country': ''}, {'id': 82819, 'logo_path': '/5Z8WWr0Lf1tInVWwJsxPP0uMz9a.png', 'name': 'Skydance Media', 'origin_country': 'US'}]",2011-12-07,PG
73,Prometheus,70981,0,0,17.828,118.0,5.1,37,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 7688, 'logo_path': None, 'name': 'One Dollar Production Limited', 'origin_country': ''}, {'id': 7689, 'logo_path': None, 'name': 'Local Production', 'origin_country': 'HK'}]",2011-04-14,R
74,Django Unchained,68718,110000000,299268508,17.816,127.0,6.8,4864,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","[{'id': 76069, 'logo_path': None, 'name': 'Wardour Street Pictures', 'origin_country': ''}, {'id': 2575, 'logo_path': '/9YJrHYlcfHtwtulkFMAies3aFEl.png', 'name': '21 Laps Entertainment', 'origin_country': 'US'}, {'id': 7294, 'logo_path': '/kK4PRgceWp9KNrycD8xx8seWxYU.png', 'name': 'Reliance Entertainment', 'origin_country': 'IN'}, {'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 11395, 'logo_path': '/5vSBzUwnCcaF90ZTchG3LwRKQ2M.png', 'name': 'ImageMovers', 'origin_country': 'US'}, {'id': 12087, 'logo_path': None, 'name': 'Angry Films', 'origin_country': ''}, {'id': 76067, 'logo_path': None, 'name': 'Kontsept Film Company', 'origin_country': ''}, {'id': 76043, 'logo_path': '/9RO2vbQ67otPrBLXCaC8UMp3Qat.png', 'name': 'Revolution Sun Studios', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}]",2011-09-28,R
75,Skyfall,37724,60000000,137551594,17.626,106.0,6.3,2269,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 6735, 'logo_path': '/6yyByQrmTAgJv0QzZ1Eh1jiGX4R.png', 'name': 'Participant Media', 'origin_country': 'US'}, {'id': 6736, 'logo_path': None, 'name': 'Imagenation Abu Dhabi FZ', 'origin_country': ''}, {'id': 215, 'logo_path': '/tQyeqkCj24krhY2W8qeAztcOS37.png', 'name': 'Double Feature Films', 'origin_country': ''}, {'id': 508, 'logo_path': '/7PzJdsLGlR7oW4J0J5Xcd0pHGRg.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]",2011-09-08,PG-13
76,Mirror Mirror,62764,25000000,27603069,17.714,80.0,7.2,1599,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'id': 856, 'logo_path': '/3tfzS2CrX6Ntbu927XzHXEPDA6y.png', 'name': 'Wild Bunch', 'origin_country': 'FR'}, {'id': 8997, 'logo_path': None, 'name': 'SBS Productions', 'origin_country': ''}, {'id': 5755, 'logo_path': '/53JWq1rzbAXzbh1rnFo3XdqsAUh.png', 'name': 'Constantin Film', 'origin_country': 'DE'}, {'id': 52574, 'logo_path': None, 'name': 'SPI Film Studio', 'origin_country': ''}, {'id': 8531, 'logo_path': None, 'name': 'Versátil Cinema', 'origin_country': ''}, {'id': 2066, 'logo_path': None, 'name': 'Zanagar Films', 'origin_country': ''}, {'id': 6301, 'logo_path': None, 'name': 'CinéCinéma', 'origin_country': ''}, {'id': 11240, 'logo_path': '/i59ItaKFdxJ7Yi6w2s7CML0LBvI.png', 'name': 'Polski Instytut Sztuki Filmowej', 'origin_country': 'PL'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 83, 'logo_path': '/9OQ0rm55xtlgX7KcAKMUePJSrQc.png', 'name': 'France 2 Cinéma', 'origin_country': 'FR'}, {'id': 7131, 'logo_path': '/eLvjHPYZ12GR58lrDgg6MXZp2a3.png', 'name': 'France Télévisions', 'origin_country': 'FR'}]",2011-09-16,PG
77,The Bourne Legacy,49040,220000000,1519557910,41.866,143.0,7.7,20924,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}]",2012-04-25,PG-13
78,The Amazing Spider-Man,1930,0,0,35.783,,1.5,3,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",[],2012-01-12,PG-13
79,The Lorax,73723,0,0,33.544,81.0,4.4,161,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'id': 9011, 'logo_path': None, 'name': 'Toloda', 'origin_country': ''}, {'id': 8906, 'logo_path': '/c5MDqS2UYtK0pTQqtYow7LSBLcS.png', 'name': 'Monkey Pack Films', 'origin_country': 'FR'}]",2012-05-09,PG
80,Wreck-It Ralph,82690,200000000,1108561013,22.449,143.0,7.1,10887,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 10761, 'logo_path': None, 'name': 'Danjaq', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 60, 'logo_path': '/oJXpAs4I3W46e4dkaOEzCa4yBko.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 7576, 'logo_path': '/oYcUi1byZ312Z3xiz5ojz9RQLND.png', 'name': 'Eon Productions', 'origin_country': 'GB'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 23288, 'logo_path': None, 'name': 'B23', 'origin_country': ''}]",2012-10-25,PG
81,Total Recall,64635,85000000,183018522,21.576,106.0,5.8,2258,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 11581, 'logo_path': '/6K0xgnlb35PU31T2IH3deVGvTlX.png', 'name': 'Misher Films', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 12005, 'logo_path': None, 'name': 'Yucaipa Films', 'origin_country': ''}, {'id': 12006, 'logo_path': None, 'name': 'Goldmann Pictures', 'origin_country': ''}, {'id': 12007, 'logo_path': None, 'name': 'Rat Entertainment', 'origin_country': ''}, {'id': 12008, 'logo_path': None, 'name': 'Misha Films', 'origin_country': ''}]",2012-03-15,R
82,Battleship,44833,130000000,276572938,13.919,135.0,6.1,3798,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 25716, 'logo_path': None, 'name': 'Captivate Entertainment', 'origin_country': ''}, {'id': 1778, 'logo_path': '/69xm6sF3JxugGVjfZfm1YY6d7EE.png', 'name': 'Dentsu', 'origin_country': 'JP'}, {'id': 862, 'logo_path': '/udTjbqPmcTbfrihMuLtLcizDEM1.png', 'name': 'The Kennedy/Marshall Company', 'origin_country': 'US'}]",2012-08-08,PG-13
83,"Batman: The Dark Knight Returns, Part 1",123025,215000000,752215857,21.017,136.0,6.5,11063,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 7505, 'logo_path': '/837VMM4wOkODc1idNxGT0KQJlej.png', 'name': 'Marvel Entertainment', 'origin_country': 'US'}, {'id': 326, 'logo_path': None, 'name': 'Laura Ziskin Productions', 'origin_country': ''}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]",2012-06-27,PG-13
84,The Twilight Saga: Breaking Dawn - Part 2,50620,70000000,348840316,20.835,86.0,6.4,1960,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 6704, 'logo_path': '/fOG2oY4m1YuYTQh4bMqqZkmgOAI.png', 'name': 'Illumination Entertainment', 'origin_country': 'US'}]",2012-03-01,PG-13
85,Hotel Transylvania,76492,165000000,471222889,22.68,101.0,7.3,8305,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","[{'id': 6125, 'logo_path': '/tVPmo07IHhBs4HuilrcV0yujsZ9.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}]",2012-11-01,PG
86,John Carter,49529,125000000,198802074,19.526,121.0,5.9,3669,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 12676, 'logo_path': None, 'name': 'Rekall Productions', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 85921, 'logo_path': None, 'name': 'Total Recall', 'origin_country': ''}, {'id': 333, 'logo_path': '/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png', 'name': 'Original Film', 'origin_country': 'US'}, {'id': 15357, 'logo_path': None, 'name': 'Prime Focus', 'origin_country': 'IN'}]",2012-08-02,PG-13
87,Frozen,109445,209000000,303025485,19.317,131.0,5.6,3435,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 2598, 'logo_path': '/i42C5gRq7XqlG4S9vkchuJZfrBn.png', 'name': 'Hasbro', 'origin_country': ''}, {'id': 13778, 'logo_path': None, 'name': 'Bluegrass Films', 'origin_country': 'US'}, {'id': 20153, 'logo_path': None, 'name': 'Film 44', 'origin_country': 'US'}]",2012-04-11,PG
88,Olympus Has Fallen,117263,3500000,0,19.293,76.0,7.7,780,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 9648, 'name': 'Mystery'}]","[{'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Comics', 'origin_country': 'US'}, {'id': 4811, 'logo_path': '/7xym5CnL4LcMPaWpp51cN1v73AR.png', 'name': 'Warner Premiere', 'origin_country': ''}, {'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 2785, 'logo_path': '/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png', 'name': 'Warner Bros. Animation', 'origin_country': 'US'}]",2012-09-06,R
89,Despicable Me 2,93456,120000000,829000000,20.565,115.0,6.3,5518,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 5219, 'logo_path': None, 'name': 'Sunswept Entertainment', 'origin_country': ''}, {'id': 491, 'logo_path': '/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}]",2012-11-13,PG
