Genre,Title,Revenue,Budget,Rating,Popularity,Vote_Count,Vote_Average
Drama,Coraline,0,0,PG,16.274,184,6.4
Family,Coraline,0,0,PG,16.274,184,6.4
Action,2012,2787965087,237000000,PG-13,35.279,19721,7.4
Adventure,2012,2787965087,237000000,PG-13,35.279,19721,7.4
Fantasy,2012,2787965087,237000000,PG-13,35.279,19721,7.4
Science Fiction,2012,2787965087,237000000,PG-13,35.279,19721,7.4
Action,Cloudy with a Chance of Meatballs,371353001,200000000,PG,27.543000000000003,3996,5.9
Science Fiction,Cloudy with a Chance of Meatballs,371353001,200000000,PG,27.543000000000003,3996,5.9
Thriller,Cloudy with a Chance of Meatballs,371353001,200000000,PG,27.543000000000003,3996,5.9
Adventure,Angels & Demons,933959197,250000000,PG-13,21.069000000000003,11364,7.6
Fantasy,Angels & Demons,933959197,250000000,PG-13,21.069000000000003,11364,7.6
Comedy,"I Love You, Man",102391540,23600000,R,31.953000000000003,7220,7.2
Horror,"I Love You, Man",102391540,23600000,R,31.953000000000003,7220,7.2
Action,Star Trek,185258983,130000000,PG-13,20.842,5380,7.3
Mystery,Star Trek,185258983,130000000,PG-13,20.842,5380,7.3
Science Fiction,Star Trek,185258983,130000000,PG-13,20.842,5380,7.3
Drama,Race to Witch Mountain,319131050,70000000,PG,23.788,13124,8.1
Action,Race to Witch Mountain,319131050,70000000,PG,23.788,13124,8.1
Thriller,Race to Witch Mountain,319131050,70000000,PG,23.788,13124,8.1
War,Race to Witch Mountain,319131050,70000000,PG,23.788,13124,8.1
Romance,The Hangover,270997378,105000000,R,23.704,2998,7.0
Family,The Hangover,270997378,105000000,R,23.704,2998,7.0
Animation,The Hangover,270997378,105000000,R,23.704,2998,7.0
Adventure,Inception,709827462,50000000,PG-13,21.627,5596,5.8
Fantasy,Inception,709827462,50000000,PG-13,21.627,5596,5.8
Drama,Inception,709827462,50000000,PG-13,21.627,5596,5.8
Romance,Inception,709827462,50000000,PG-13,21.627,5596,5.8
Animation,Harry Potter and the Deathly Hallows: Part 1,735099082,175000000,PG-13,21.388,13158,7.9
Comedy,Harry Potter and the Deathly Hallows: Part 1,735099082,175000000,PG-13,21.388,13158,7.9
Family,Harry Potter and the Deathly Hallows: Part 1,735099082,175000000,PG-13,21.388,13158,7.9
Adventure,Harry Potter and the Deathly Hallows: Part 1,735099082,175000000,PG-13,21.388,13158,7.9
Action,Iron Man 2,524028679,90000000,PG-13,20.846,9575,7.2
Adventure,Iron Man 2,524028679,90000000,PG-13,20.846,9575,7.2
Crime,Iron Man 2,524028679,90000000,PG-13,20.846,9575,7.2
Mystery,Iron Man 2,524028679,90000000,PG-13,20.846,9575,7.2
Animation,Percy Jackson & the Olympians: The Lightning Thief,50673078,0,,20.3,103,7.0
Family,Percy Jackson & the Olympians: The Lightning Thief,50673078,0,,20.3,103,7.0
Adventure,Alice in Wonderland,413106170,150000000,PG,22.726,4375,6.0
Fantasy,Alice in Wonderland,413106170,150000000,PG,22.726,4375,6.0
Action,Alice in Wonderland,413106170,150000000,PG,22.726,4375,6.0
Comedy,Alice in Wonderland,413106170,150000000,PG,22.726,4375,6.0
Family,Alice in Wonderland,413106170,150000000,PG,22.726,4375,6.0
Animation,Tangled,124596398,60000000,PG,23.693,3396,7.6
Family,Tangled,124596398,60000000,PG,23.693,3396,7.6
Action,Despicable Me,769653595,200000000,PG,20.281,8067,5.7
Adventure,Despicable Me,769653595,200000000,PG,20.281,8067,5.7
Science Fiction,Despicable Me,769653595,200000000,PG,20.281,8067,5.7
Animation,Black Swan,242988466,100000000,R,19.364,3548,6.5
Comedy,Black Swan,242988466,100000000,R,19.364,3548,6.5
Family,Black Swan,242988466,100000000,R,19.364,3548,6.5
Thriller,Toy Story 3,356613439,150000000,G,18.279,4203,6.6
Mystery,Toy Story 3,356613439,150000000,G,18.279,4203,6.6
Comedy,The King's Speech,91636986,41000000,R,18.070999999999998,973,6.5
Science Fiction,How to Train Your Dragon,385680446,150000000,PG,17.499000000000002,6722,7.4
Action,How to Train Your Dragon,385680446,150000000,PG,17.499000000000002,6722,7.4
Adventure,How to Train Your Dragon,385680446,150000000,PG,17.499000000000002,6722,7.4
Adventure,The Social Network,106303988,50000000,PG-13,17.379,950,5.6
Family,The Social Network,106303988,50000000,PG-13,17.379,950,5.6
Fantasy,The Social Network,106303988,50000000,PG-13,17.379,950,5.6
Science Fiction,The Social Network,106303988,50000000,PG-13,17.379,950,5.6
Thriller,The Social Network,106303988,50000000,PG-13,17.379,950,5.6
Action,The Social Network,106303988,50000000,PG-13,17.379,950,5.6
Comedy,Shutter Island,459270619,35000000,R,15.305,11060,7.3
Adventure,The Expendables,226497209,95000000,R,27.531,4615,6.1
Fantasy,The Expendables,226497209,95000000,R,27.531,4615,6.1
Family,The Expendables,226497209,95000000,R,27.531,4615,6.1
Family,Clash of the Titans,1025467110,200000000,PG-13,24.956,9355,6.6
Fantasy,Clash of the Titans,1025467110,200000000,PG-13,24.956,9355,6.6
Adventure,Clash of the Titans,1025467110,200000000,PG-13,24.956,9355,6.6
Animation,The Twilight Saga: Eclipse,591794936,260000000,PG-13,22.980999999999998,6949,7.5
Family,The Twilight Saga: Eclipse,591794936,260000000,PG-13,22.980999999999998,6949,7.5
Animation,Megamind,543513985,69000000,PG,22.828000000000003,10599,7.2
Family,Megamind,543513985,69000000,PG,22.828000000000003,10599,7.2
Comedy,Megamind,543513985,69000000,PG,22.828000000000003,10599,7.2
Drama,Morning Glory,327803731,13000000,PG-13,22.035999999999998,8946,7.6
Thriller,Morning Glory,327803731,13000000,PG-13,22.035999999999998,8946,7.6
Horror,Morning Glory,327803731,13000000,PG-13,22.035999999999998,8946,7.6
Animation,Kick-Ass,1066969703,200000000,R,21.168000000000003,9267,7.8
Family,Kick-Ass,1066969703,200000000,R,21.168000000000003,9267,7.8
Comedy,Kick-Ass,1066969703,200000000,R,21.168000000000003,9267,7.8
Drama,The Tourist,414211549,15000000,PG-13,28.581999999999997,5378,7.7
History,The Tourist,414211549,15000000,PG-13,28.581999999999997,5378,7.7
Fantasy,23-F: la pelÃ­cula,494878759,165000000,,20.259,8206,7.7
Adventure,23-F: la pelÃ­cula,494878759,165000000,,20.259,8206,7.7
Animation,23-F: la pelÃ­cula,494878759,165000000,,20.259,8206,7.7
Family,23-F: la pelÃ­cula,494878759,165000000,,20.259,8206,7.7
Drama,Harry Potter and the Deathly Hallows: Part 2,224920315,40000000,PG-13,19.22,6653,7.2
Drama,Thor,294804195,80000000,PG-13,22.279,13755,8.1
Thriller,Thor,294804195,80000000,PG-13,22.279,13755,8.1
Mystery,Thor,294804195,80000000,PG-13,22.279,13755,8.1
Thriller,Pirates of the Caribbean: On Stranger Tides,274470394,80000000,PG-13,18.482,4919,6.1
Adventure,Pirates of the Caribbean: On Stranger Tides,274470394,80000000,PG-13,18.482,4919,6.1
Action,Pirates of the Caribbean: On Stranger Tides,274470394,80000000,PG-13,18.482,4919,6.1
Adventure,Drive,232713139,125000000,R,15.68,3941,5.7
Fantasy,Drive,232713139,125000000,R,15.68,3941,5.7
Action,Drive,232713139,125000000,R,15.68,3941,5.7
Adventure,Drifters,698491347,68000000,TV-MA,17.274,5316,6.1
Fantasy,Drifters,698491347,68000000,TV-MA,17.274,5316,6.1
Drama,Drifters,698491347,68000000,TV-MA,17.274,5316,6.1
Romance,Drifters,698491347,68000000,TV-MA,17.274,5316,6.1
Animation,Sherlock Holmes: A Game of Shadows,321885765,130000000,PG-13,16.965999999999998,3948,6.8
Action,Sherlock Holmes: A Game of Shadows,321885765,130000000,PG-13,16.965999999999998,3948,6.8
Comedy,Sherlock Holmes: A Game of Shadows,321885765,130000000,PG-13,16.965999999999998,3948,6.8
Family,Sherlock Holmes: A Game of Shadows,321885765,130000000,PG-13,16.965999999999998,3948,6.8
Science Fiction,Sherlock Holmes: A Game of Shadows,321885765,130000000,PG-13,16.965999999999998,3948,6.8
Comedy,Gnomeo & Juliet,58785180,40000000,G,16.86,807,6.3
Drama,Gnomeo & Juliet,58785180,40000000,G,16.86,807,6.3
Romance,Gnomeo & Juliet,58785180,40000000,G,16.86,807,6.3
Action,Desire,96188903,28000000,Approved,16.189,7997,7.1
Crime,Desire,96188903,28000000,Approved,16.189,7997,7.1
Action,The Girl with the Dragon Tattoo,278731369,100000000,R,14.925999999999998,3393,6.1
Thriller,The Girl with the Dragon Tattoo,278731369,100000000,R,14.925999999999998,3393,6.1
Romance,The Girl with the Dragon Tattoo,278731369,100000000,R,14.925999999999998,3393,6.1
History,Catarina and the others,0,0,none,113.369,10,5.6
Drama,Catarina and the others,0,0,none,113.369,10,5.6
Fantasy,Rise of the Planet of the Apes,1342000000,125000000,PG-13,31.729,12424,8.1
Adventure,Rise of the Planet of the Apes,1342000000,125000000,PG-13,31.729,12424,8.1
Adventure,The Twilight Saga: Breaking Dawn - Part 1,449326618,150000000,PG-13,30.684,13687,6.7
Fantasy,The Twilight Saga: Breaking Dawn - Part 1,449326618,150000000,PG-13,30.684,13687,6.7
Action,The Twilight Saga: Breaking Dawn - Part 1,449326618,150000000,PG-13,30.684,13687,6.7
Adventure,Captain America: The First Avenger,1045713802,380000000,PG-13,31.715999999999998,9107,6.4
Action,Captain America: The First Avenger,1045713802,380000000,PG-13,31.715999999999998,9107,6.4
Fantasy,Captain America: The First Avenger,1045713802,380000000,PG-13,31.715999999999998,9107,6.4
Drama,Limitless,78054825,15000000,PG-13,25.386999999999997,7269,7.5
Action,Limitless,78054825,15000000,PG-13,25.386999999999997,7269,7.5
Thriller,Limitless,78054825,15000000,PG-13,25.386999999999997,7269,7.5
Crime,Limitless,78054825,15000000,PG-13,25.386999999999997,7269,7.5
Comedy,Mission: Impossible - Ghost Protocol,0,0,PG-13,23.384,24,6.2
Adventure,3-D Sex and Zen: Extreme Ecstasy,334615000,125000000,Not Rated,23.188000000000002,6790,7.1
Action,3-D Sex and Zen: Extreme Ecstasy,334615000,125000000,Not Rated,23.188000000000002,6790,7.1
Crime,3-D Sex and Zen: Extreme Ecstasy,334615000,125000000,Not Rated,23.188000000000002,6790,7.1
Mystery,3-D Sex and Zen: Extreme Ecstasy,334615000,125000000,Not Rated,23.188000000000002,6790,7.1
Animation,Real Steel,189712432,36000000,PG-13,22.761,1186,5.8
Family,Real Steel,189712432,36000000,PG-13,22.761,1186,5.8
Drama,Contagion,0,1344000,PG-13,19.622,194,4.5
Romance,Contagion,0,1344000,PG-13,19.622,194,4.5
Thriller,Carnage,232617430,90000000,R,15.203,4216,7.3
Crime,Carnage,232617430,90000000,R,15.203,4216,7.3
Mystery,Carnage,232617430,90000000,R,15.203,4216,7.3
Drama,Carnage,232617430,90000000,R,15.203,4216,7.3
Drama,The Avengers,0,100,PG-13,21.09,69,4.4
Mystery,The Avengers,0,100,PG-13,21.09,69,4.4
Thriller,Khokababu,482860185,93000000,,20.712,7710,7.2
Action,Khokababu,482860185,93000000,,20.712,7710,7.2
Drama,Khokababu,482860185,93000000,,20.712,7710,7.2
Science Fiction,Khokababu,482860185,93000000,,20.712,7710,7.2
Adventure,Sexual Chronicles of a French Family,712171856,110000000,Not Rated,19.352999999999998,5477,6.0
Fantasy,Sexual Chronicles of a French Family,712171856,110000000,Not Rated,19.352999999999998,5477,6.0
Romance,Sexual Chronicles of a French Family,712171856,110000000,Not Rated,19.352999999999998,5477,6.0
Action,The Dark Knight Rises,370569774,140000000,PG-13,19.908,13742,6.9
Adventure,The Dark Knight Rises,370569774,140000000,PG-13,19.908,13742,6.9
Science Fiction,The Dark Knight Rises,370569774,140000000,PG-13,19.908,13742,6.9
Thriller,The Hobbit: An Unexpected Journey,161849455,27000000,PG-13,15.898,6748,7.1
Mystery,The Hobbit: An Unexpected Journey,161849455,27000000,PG-13,15.898,6748,7.1
Science Fiction,The Hobbit: An Unexpected Journey,161849455,27000000,PG-13,15.898,6748,7.1
Action,Brave,694713380,145000000,PG,18.204,6440,7.0
Thriller,Brave,694713380,145000000,PG,18.204,6440,7.0
Adventure,Brave,694713380,145000000,PG,18.204,6440,7.0
Drama,Prometheus,0,0,R,17.828,37,5.1
Adventure,Prometheus,0,0,R,17.828,37,5.1
Romance,Prometheus,0,0,R,17.828,37,5.1
Action,Django Unchained,299268508,110000000,R,17.816,4864,6.8
Science Fiction,Django Unchained,299268508,110000000,R,17.816,4864,6.8
Drama,Django Unchained,299268508,110000000,R,17.816,4864,6.8
Drama,Skyfall,137551594,60000000,PG-13,17.625999999999998,2269,6.3
Thriller,Skyfall,137551594,60000000,PG-13,17.625999999999998,2269,6.3
Science Fiction,Skyfall,137551594,60000000,PG-13,17.625999999999998,2269,6.3
Comedy,Mirror Mirror,27603069,25000000,PG,17.714000000000002,1599,7.2
Drama,Mirror Mirror,27603069,25000000,PG,17.714000000000002,1599,7.2
Science Fiction,The Bourne Legacy,1519557910,220000000,PG-13,41.86600000000001,20924,7.7
Action,The Bourne Legacy,1519557910,220000000,PG-13,41.86600000000001,20924,7.7
Adventure,The Bourne Legacy,1519557910,220000000,PG-13,41.86600000000001,20924,7.7
Romance,The Amazing Spider-Man,0,0,PG-13,35.783,3,1.5
Comedy,The Amazing Spider-Man,0,0,PG-13,35.783,3,1.5
Comedy,The Lorax,0,0,PG,33.544000000000004,161,4.4
Drama,The Lorax,0,0,PG,33.544000000000004,161,4.4
Action,Wreck-It Ralph,1108561013,200000000,PG,22.449,10887,7.1
Adventure,Wreck-It Ralph,1108561013,200000000,PG,22.449,10887,7.1
Thriller,Wreck-It Ralph,1108561013,200000000,PG,22.449,10887,7.1
Adventure,Total Recall,183018522,85000000,R,21.576,2258,5.8
Comedy,Total Recall,183018522,85000000,R,21.576,2258,5.8
Drama,Total Recall,183018522,85000000,R,21.576,2258,5.8
Family,Total Recall,183018522,85000000,R,21.576,2258,5.8
Fantasy,Total Recall,183018522,85000000,R,21.576,2258,5.8
Action,Battleship,276572938,130000000,PG-13,13.919,3798,6.1
Thriller,Battleship,276572938,130000000,PG-13,13.919,3798,6.1
Action,"Batman: The Dark Knight Returns, Part 1",752215857,215000000,PG-13,21.017,11063,6.5
Adventure,"Batman: The Dark Knight Returns, Part 1",752215857,215000000,PG-13,21.017,11063,6.5
Fantasy,"Batman: The Dark Knight Returns, Part 1",752215857,215000000,PG-13,21.017,11063,6.5
Animation,The Twilight Saga: Breaking Dawn - Part 2,348840316,70000000,PG-13,20.835,1960,6.4
Family,The Twilight Saga: Breaking Dawn - Part 2,348840316,70000000,PG-13,20.835,1960,6.4
Family,Hotel Transylvania,471222889,165000000,PG,22.68,8305,7.3
Animation,Hotel Transylvania,471222889,165000000,PG,22.68,8305,7.3
Comedy,Hotel Transylvania,471222889,165000000,PG,22.68,8305,7.3
Adventure,Hotel Transylvania,471222889,165000000,PG,22.68,8305,7.3
Action,John Carter,198802074,125000000,PG-13,19.526,3669,5.9
Science Fiction,John Carter,198802074,125000000,PG-13,19.526,3669,5.9
Adventure,John Carter,198802074,125000000,PG-13,19.526,3669,5.9
Thriller,John Carter,198802074,125000000,PG-13,19.526,3669,5.9
Thriller,Frozen,303025485,209000000,PG,19.317,3435,5.6
Action,Frozen,303025485,209000000,PG,19.317,3435,5.6
Adventure,Frozen,303025485,209000000,PG,19.317,3435,5.6
Science Fiction,Frozen,303025485,209000000,PG,19.317,3435,5.6
Action,Olympus Has Fallen,0,3500000,R,19.293,780,7.7
Animation,Olympus Has Fallen,0,3500000,R,19.293,780,7.7
Mystery,Olympus Has Fallen,0,3500000,R,19.293,780,7.7
Adventure,Despicable Me 2,829000000,120000000,PG,20.565,5518,6.3
Fantasy,Despicable Me 2,829000000,120000000,PG,20.565,5518,6.3
Drama,Despicable Me 2,829000000,120000000,PG,20.565,5518,6.3
Romance,Despicable Me 2,829000000,120000000,PG,20.565,5518,6.3
Animation,The Wolf of Wall Street,358375603,85000000,R,18.702,5403,6.9
Comedy,The Wolf of Wall Street,358375603,85000000,R,18.702,5403,6.9
Family,The Wolf of Wall Street,358375603,85000000,R,18.702,5403,6.9
Fantasy,The Wolf of Wall Street,358375603,85000000,R,18.702,5403,6.9
Action,Gimme Shelter,284139100,250000000,GP,18.305,3532,6.1
Adventure,Gimme Shelter,284139100,250000000,GP,18.305,3532,6.1
Science Fiction,Gimme Shelter,284139100,250000000,GP,18.305,3532,6.1
Animation,The Purge,1274219009,150000000,R,63.955,10509,7.3
Adventure,The Purge,1274219009,150000000,R,63.955,10509,7.3
Family,The Purge,1274219009,150000000,R,63.955,10509,7.3
Action,Thor: The Dark World,161025640,70000000,PG-13,30.096999999999998,4357,6.3
Thriller,Thor: The Dark World,161025640,70000000,PG-13,30.096999999999998,4357,6.3
Animation,Beautiful Creatures,970761885,76000000,PG-13,29.022,7746,6.9
Comedy,Beautiful Creatures,970761885,76000000,PG-13,29.022,7746,6.9
Family,Beautiful Creatures,970761885,76000000,PG-13,29.022,7746,6.9
Crime,Man of Steel,392000694,100000000,PG-13,28.502,13471,8.0
Drama,Man of Steel,392000694,100000000,PG-13,28.502,13471,8.0
Comedy,Man of Steel,392000694,100000000,PG-13,28.502,13471,8.0
Drama,Monsters University,1359910,7500000,G,26.308000000000003,162,6.7
Science Fiction,The Hobbit: The Desolation of Smaug,89328627,3000000,PG-13,25.641,5230,6.2
Horror,The Hobbit: The Desolation of Smaug,89328627,3000000,PG-13,25.641,5230,6.2
Thriller,The Hobbit: The Desolation of Smaug,89328627,3000000,PG-13,25.641,5230,6.2
Action,Iron Man 3,644571402,170000000,PG-13,25.944000000000003,10909,6.6
Adventure,Iron Man 3,644571402,170000000,PG-13,25.944000000000003,10909,6.6
Fantasy,Iron Man 3,644571402,170000000,PG-13,25.944000000000003,10909,6.6
Fantasy,Now You See Me,60052138,60000000,PG-13,18.632,1945,5.8
Drama,Now You See Me,60052138,60000000,PG-13,18.632,1945,5.8
Romance,Now You See Me,60052138,60000000,PG-13,18.632,1945,5.8
Action,Carrie,668045518,225000000,R,25.201999999999998,10256,6.5
Adventure,Carrie,668045518,225000000,R,25.201999999999998,10256,6.5
Fantasy,Carrie,668045518,225000000,R,25.201999999999998,10256,6.5
Science Fiction,Carrie,668045518,225000000,R,25.201999999999998,10256,6.5
Animation,47 Ronin,743559607,200000000,PG-13,24.287,6793,7.0
Family,47 Ronin,743559607,200000000,PG-13,24.287,6793,7.0
